8,9,1,1
7,10,1,1
6,11,1,1
2,7,2,0.5712890625
3,6,2,0.5355224609
4,5,2,0.5104980469
1,8,2,0.5
1,9,2,0.5
5,12,1,0.5
1,4,3,0.3997192383
2,10,2,0.3662109375
1,2,4,0.3259277344
2,3,3,0.3213500977
3,11,2,0.3004150391
1,5,3,0.2913208008
2,6,3,0.2076416016
1,3,4,0.1683959961
1,1,5,0.1650390625
4,12,2,0.1431884766
2,11,3,0.09393310547
3,7,3,0.09124755859
3,10,3,0.09124755859
1,2,5,0.0888671875
1,6,4,0.07604980469
2,4,4,0.0732421875
1,12,3,0.06774902344
6,7,3,0.05895996094
6,10,3,0.05895996094
1,7,4,0.04888916016
2,2,5,0.0478515625
1,3,5,0.04443359375
1,10,4,0.04345703125
4,8,3,0.04321289063
1,4,5,0.04125976563
3,4,4,0.03784179688
1,11,4,0.03259277344
5,8,3,0.03149414063
2,5,4,0.029296875
2,8,4,0.029296875
7,11,3,0.02667236328
10,11,3,0.02667236328
2,3,5,0.02392578125
2,4,5,0.02221679688
1,5,5,0.01904296875
4,9,3,0.01800537109
4,6,4,0.01708984375
1,8,5,0.01586914063
3,5,4,0.01513671875
3,8,4,0.01513671875
5,9,3,0.01312255859
3,3,5,0.01196289063
3,4,5,0.01110839844
4,7,4,0.01098632813
4,4,5,0.01031494141
2,5,5,0.01025390625
4,10,4,0.009765625
1,6,5,0.009521484375
1,11,5,0.009521484375
2,8,5,0.008544921875
2,9,4,0.00732421875
4,11,4,0.00732421875
8,12,3,0.00732421875
5,6,4,0.0068359375
6,8,4,0.0068359375
1,7,5,0.00634765625
3,5,5,0.005126953125
2,6,5,0.005126953125
2,11,5,0.005126953125
4,5,5,0.004760742188
5,7,4,0.00439453125
7,8,4,0.00439453125
3,8,5,0.004272460938
4,8,5,0.003967285156
5,10,4,0.00390625
8,10,4,0.00390625
3,9,4,0.003784179688
2,7,5,0.00341796875
1,9,5,0.003173828125
1,10,5,0.003173828125
9,12,3,0.003051757813
5,11,4,0.0029296875
8,11,4,0.0029296875
3,6,5,0.002563476563
3,11,5,0.002563476563
4,6,5,0.002380371094
4,11,5,0.002380371094
5,5,5,0.002197265625
5,8,5,0.001831054688
2,12,4,0.001831054688
3,7,5,0.001708984375
2,9,5,0.001708984375
6,9,4,0.001708984375
2,10,5,0.001708984375
4,7,5,0.001586914063
8,8,5,0.001525878906
5,6,5,0.001098632813
7,9,4,0.001098632813
5,11,5,0.001098632813
9,10,4,0.0009765625
3,12,4,0.0009460449219
6,8,5,0.0009155273438
8,11,5,0.0009155273438
3,9,5,0.0008544921875
3,10,5,0.0008544921875
4,9,5,0.0007934570313
4,10,5,0.0007934570313
5,7,5,0.000732421875
9,11,4,0.000732421875
7,8,5,0.0006103515625
6,6,5,0.0005493164063
6,11,5,0.0005493164063
11,11,5,0.0005493164063
6,12,4,0.0004272460938
6,7,5,0.0003662109375
5,9,5,0.0003662109375
5,10,5,0.0003662109375
7,11,5,0.0003662109375
8,9,5,0.0003051757813
8,10,5,0.0003051757813
7,12,4,0.0002746582031
7,7,5,0.000244140625
10,12,4,0.000244140625
6,9,5,0.0001831054688
6,10,5,0.0001831054688
9,11,5,0.0001831054688
10,11,5,0.0001831054688
11,12,4,0.0001831054688
7,9,5,0.0001220703125
7,10,5,0.0001220703125
9,9,5,0.00006103515625
9,10,5,0.00006103515625
10,10,5,0.00006103515625
